29.30	22.60	25.95	4.00	89.50	95.00	84.0
31.60	20.50	26.05	0.00	72.00	92.00	52.0
36.00	20.40	28.20	2.00	62.00	83.00	41.0
29.00	19.80	24.40	8.00	81.50	92.00	71.0
21.80	16.40	19.10	0.00	85.50	98.00	73.0
28.00	18.00	23.00	0.00	75.00	94.00	56.0
31.50	18.60	25.05	0.00	64.50	85.00	44.0
33.90	18.80	26.35	0.00	62.00	86.00	38.0
37.00	20.60	28.80	0.00	48.50	69.00	28.0
37.80	21.90	29.85	82.00	59.50	86.00	33.0
24.80	19.00	21.90	4.00	95.50	100.00	91.0
27.80	20.20	24.00	0.00	81.50	97.00	66.0
31.80	21.20	26.50	2.00	78.50	92.00	65.0
27.40	20.00	23.70	2.00	92.50	97.00	88.0
30.20	20.20	25.20	19.00	68.50	84.00	53.0
29.70	21.70	25.70	12.00	86.00	98.00	74.0
29.00	21.80	25.40	65.00	87.00	99.00	75.0
22.50	19.20	20.85	34.00	95.50	99.00	92.0
20.40	17.40	18.90	7.00	96.50	100.00	93.0
24.60	17.60	21.10	0.00	82.50	97.00	68.0
29.70	17.60	23.65	0.00	71.00	85.00	57.0
32.00	18.00	25.00	0.00	67.50	92.00	43.0
32.40	19.40	25.90	0.00	70.00	90.00	50.0
31.50	20.20	25.85	0.00	69.00	83.00	55.0
34.20	20.00	27.10	0.00	73.00	93.00	53.0
33.60	22.20	27.90	0.00	73.00	88.00	58.0
30.60	23.00	26.80	8.00	82.00	91.00	73.0
26.30	17.30	21.80	1.00	94.50	99.00	90.0
25.30	17.40	21.35	0.00	83.00	94.00	72.0
32.10	20.00	26.05	0.00	72.50	92.00	53.0
35.00	21.00	28.00	0.00	73.00	98.00	48.0
35.60	22.00	28.80	3.00	67.00	83.00	51.0
32.20	22.40	27.30	0.00	82.00	99.00	65.0
33.30	21.70	27.50	0.00	78.50	95.00	62.0
35.40	21.00	28.20	0.00	66.50	85.00	48.0
33.80	21.70	27.75	0.00	67.50	83.00	52.0
33.00	20.80	26.90	0.00	73.50	85.00	62.0
34.00	21.80	27.90	16.00	73.50	86.00	61.0
26.10	21.40	23.75	5.00	97.00	98.00	96.0
29.20	22.40	25.80	0.00	85.50	98.00	73.0
32.90	22.00	27.45	0.00	78.50	98.00	59.0
36.20	22.60	29.40	0.00	72.50	93.00	52.0
34.00	22.80	28.40	0.00	73.00	89.00	57.0
33.20	23.20	28.20	1.00	75.00	91.00	59.0
28.40	22.00	25.20	0.00	84.50	97.00	72.0
25.50	23.20	24.35	12.00	94.50	96.00	93.0
26.00	20.60	23.30	0.00	84.50	95.00	74.0
26.20	19.60	22.90	0.00	80.50	94.00	67.0
28.50	17.00	22.75	0.00	75.00	91.00	59.0
32.20	20.20	26.20	0.00	78.50	93.00	64.0
33.40	20.50	26.95	0.00	72.00	93.00	51.0
35.00	23.00	29.00	0.00	68.50	89.00	48.0
35.40	24.60	30.00	0.30	64.50	86.00	43.0
30.20	22.10	26.15	1.00	92.50	95.00	90.0
32.80	22.20	27.50	0.00	75.50	97.00	54.0
33.00	22.20	27.60	4.00	72.00	85.00	59.0
28.50	17.20	22.85	5.00	94.50	97.00	92.0
23.20	17.20	20.20	0.00	68.50	87.00	50.0
24.40	15.80	20.10	0.00	72.50	93.00	52.0
24.40	16.80	20.60	0.00	76.00	89.00	63.0
26.10	17.90	22.00	0.00	79.50	94.00	65.0
31.80	19.50	25.65	0.00	71.00	91.00	51.0
33.80	20.60	27.20	0.00	75.00	96.00	54.0
34.30	22.10	28.20	0.00	77.00	97.00	57.0
34.00	22.00	28.00	0.00	71.50	85.00	58.0
33.50	22.40	27.95	0.00	75.50	97.00	54.0
30.30	23.00	26.65	0.00	82.50	97.00	68.0
34.50	21.90	28.20	0.30	77.00	94.00	60.0
26.80	19.00	22.90	14.00	96.00	99.00	93.0
22.70	16.50	19.60	0.30	81.50	97.00	66.0
19.50	15.80	17.65	0.90	84.00	94.00	74.0
19.50	15.20	17.35	0.00	82.50	94.00	71.0
18.70	15.40	17.05	5.00	95.50	99.00	92.0
21.80	16.50	19.15	0.30	95.00	99.00	91.0
29.70	17.00	23.35	0.00	73.00	94.00	52.0
25.50	17.40	21.45	0.00	73.00	88.00	58.0
29.60	15.70	22.65	0.00	75.00	97.00	53.0
23.50	18.40	20.95	6.00	90.00	98.00	82.0
20.70	13.90	17.30	0.90	80.50	95.00	66.0
17.00	14.70	15.85	2.00	98.00	99.00	97.0
16.90	15.60	16.25	33.00	97.50	99.00	96.0
19.40	15.60	17.50	0.00	93.00	99.00	87.0
24.50	13.80	19.15	0.00	78.00	96.00	60.0
25.00	16.20	20.60	0.00	81.50	97.00	66.0
24.60	14.90	19.75	0.00	74.50	90.00	59.0
22.20	16.50	19.35	2.00	88.50	99.00	78.0
25.00	15.70	20.35	0.00	86.50	96.00	77.0
20.50	15.50	18.00	2.00	93.00	98.00	88.0
19.90	16.40	18.15	1.00	95.50	96.00	95.0
20.10	17.20	18.65	0.50	96.50	99.00	94.0
22.40	17.50	19.95	3.00	91.00	99.00	83.0
22.00	17.80	19.90	0.20	92.50	99.00	86.0
20.10	18.20	19.15	4.00	93.00	98.00	88.0
23.70	16.90	20.30	0.00	77.00	92.00	62.0
24.50	15.10	19.80	0.00	75.00	94.00	56.0
27.00	16.60	21.80	0.00	70.50	92.00	49.0
27.50	12.20	19.85	0.00	73.00	93.00	53.0
25.20	18.00	21.60	0.00	76.00	88.00	64.0
27.30	18.70	23.00	0.00	84.50	92.00	77.0
29.50	17.40	23.45	0.00	87.00	96.00	78.0
29.80	19.00	24.40	0.00	81.00	98.00	64.0
33.20	20.60	26.90	0.00	77.00	95.00	59.0
