23.6	37.7	29.1	26.0	6.0	68	76
19.0	26.2	22.7	23.1	6.0	81	78
20.1	28.6	25.0	26.1	.0	78	76
23.5	36.8	30.3	30.4	.0	66	67
25.7	38.6	32.7	34.2	.1	59	55
24.6	40.6	31.5	30.8	32.0	59	59
20.4	27.6	24.2	23.9	7.0	81	83
20.7	26.5	23.9	24.4	.0	78	75
21.8	29.1	25.9	27.3	1.0	77	76
23.4	30.1	27.0	28.0	3.0	81	79
23.4	35.8	30.6	31.6	10.0	68	64
21.2	31.6	24.9	24.9	8.0	81	77
20.5	33.2	28.5	29.6	.0	68	62
22.8	35.1	30.2	30.7	.0	67	66
24.4	36.3	32.3	32.9	.0	63	63
26.0	38.8	33.1	33.8	.0	61	57
25.4	37.5	31.6	31.5	18.0	63	59
21.5	31.8	27.6	28.4	.0	72	69
22.0	35.6	30.3	31.8	.0	66	58
24.7	38.6	33.3	34.6	.0	56	51
23.2	36.6	31.5	32.1	.0	60	58
24.1	33.1	27.2	26.5	.0	68	65
20.9	26.5	24.1	24.8	3.0	75	75
21.6	28.0	24.9	25.2	.3	85	84
23.5	32.1	28.4	29.5	.0	73	69
24.3	37.2	32.0	33.3	.0	65	59
24.7	35.8	31.8	33.5	.3	63	59
20.6	32.1	23.2	22.6	5.0	88	90
17.0	26.5	22.0	23.2	.9	73	72
18.8	28.0	23.4	24.3	2.0	77	78
20.8	29.6	25.5	26.0	.0	74	70
18.5	36.6	28.7	30.2	.0	58	50
21.7	39.1	32.4	34.1	.0	49	40
26.4	39.1	32.5	32.2	13.0	55	52
17.5	26.7	20.0	20.0	1.0	86	86
19.3	29.1	24.7	25.9	.0	71	67
22.1	32.1	27.7	29.4	.3	69	64
24.6	31.2	27.0	26.9	8.0	80	79
22.0	28.1	25.4	26.2	.2	87	87
23.2	32.1	27.7	27.6	25.0	80	81
18.4	28.2	23.9	24.3	.0	71	71
19.3	28.6	24.9	25.0	.0	68	65
19.5	29.2	24.8	25.7	.1	61	56
19.6	30.1	25.6	26.3	.0	63	63
21.5	29.6	26.1	26.3	.0	63	60
22.2	33.6	28.8	30.1	.0	60	54
23.0	36.7	31.8	33.8	.0	56	50
24.3	40.0	32.9	34.5	.0	54	46
23.2	33.0	24.6	24.8	.0	67	67
21.3	30.3	25.9	26.0	.0	67	65
20.7	28.0	24.2	23.9	4.0	72	71
17.4	21.6	19.6	19.4	11.0	94	96
17.4	23.1	20.4	20.7	3.0	86	87
19.2	26.7	22.9	23.3	.0	82	84
20.7	27.6	24.1	23.7	4.0	82	87
21.0	29.6	24.9	24.6	5.0	80	84
22.5	27.0	23.9	23.6	8.0	91	91
22.1	24.8	23.4	23.4	2.0	88	89
18.4	31.6	25.6	26.7	.0	67	64
19.0	32.8	26.8	27.3	.0	62	56
19.7	35.0	28.6	30.0	.0	63	57
22.4	35.5	29.2	30.3	.0	57	58
23.9	37.4	31.9	33.5	.0	61	54
23.8	36.1	31.1	32.4	.0	65	59
24.8	37.4	31.9	33.2	.0	64	59
25.1	33.8	29.5	30.2	37.0	66	62
21.4	28.2	25.2	25.5	.2	80	78
22.2	29.6	26.3	27.0	.0	79	79
17.4	27.6	24.4	24.6	5.0	86	86
13.5	18.9	16.7	17.5	1.0	75	71
12.6	21.1	16.9	18.1	.0	76	74
14.6	24.8	20.2	20.9	.0	73	71
17.8	24.2	20.9	20.4	.7	76	72
17.6	23.7	20.6	20.9	.0	77	74
17.8	26.2	22.8	23.6	.0	69	69
18.4	25.8	22.4	22.3	7.0	79	76
19.5	27.1	23.7	24.7	.0	77	75
21.5	28.8	25.2	26.2	.0	80	79
22.8	29.6	26.3	26.7	.0	84	82
23.8	30.2	26.7	26.6	.0	84	84
21.2	31.4	26.3	26.9	.0	72	69
22.2	27.2	24.7	24.8	.0	79	79
22.6	28.1	25.2	25.3	8.0	85	85
18.4	24.4	19.4	19.3	3.0	91	93
17.2	24.5	21.2	21.6	.0	76	74
18.2	27.1	22.6	23.5	.0	74	71
18.8	24.9	22.0	22.5	2.0	76	76
19.5	23.7	21.4	21.6	.0	81	81
18.8	27.1	23.3	23.6	.0	74	74
16.8	29.8	23.7	24.8	.0	73	70
20.8	26.9	23.1	23.2	.0	74	75
17.8	26.6	22.4	22.6	.2	68	63
18.0	25.0	20.8	20.2	.0	81	82
14.7	27.5	22.3	24.3	.0	69	68
19.9	25.0	22.4	22.6	.0	85	85
18.9	31.6	25.5	26.7	.0	73	68
19.3	26.5	21.9	20.9	23.0	89	94
13.9	19.3	16.1	16.4	.2	86	84
15.9	24.0	20.2	21.1	.0	81	83
18.4	27.0	23.3	24.6	.0	79	75
20.6	32.6	26.2	27.0	.2	73	72
22.4	26.2	23.4	23.4	10.0	95	95
20.0	22.9	21.5	21.8	7.0	96	96
20.0	25.6	22.7	23.1	.2	88	89
20.9	24.0	22.1	21.6	7.0	87	90
17.0	22.1	19.5	19.0	8.0	88	89
14.5	22.6	18.2	18.1	.0	81	81
11.8	25.6	19.3	21.5	.0	75	74
17.2	23.2	20.3	21.1	7.0	77	77
17.7	21.2	19.3	19.4	.0	92	92
18.2	26.1	22.2	22.7	.0	80	78
